file,floatingpoint/integer,iterations,optimal tour,optimal tour length
48cities_avg10_std30_32,integer,321,[(45 40) (44 43) (43 46) (42 44) (41 42) (40 32) (39 41) (38 39) (37 38) (36 37) (35 36) (34 35) (33 34) (32 30) (31 33) (30 22) (29 31) (28 29) (27 28) (26 27) (25 24) (24 26) (23 25) (22 16) (21 23) (20 19) (19 21) (18 20) (17 18) (16 15) (15 7) (14 17) (13 14) (12 13) (11 12) (10 11) (9 10) (8 9) (7 3) (6 8) (5 6) (4 5) (3 2) (2 0) (1 4) (0 1) (46 47) (47 45)],0.0
48cities_avg10_std30_32,floatingpoint,2533,[(4 31) (27 13) (12 11) (40 12) (26 14) (44 34) (20 33) (35 3) (28 39) (31 7) (33 28) (24 43) (46 0) (41 30) (29 26) (22 32) (10 42) (2 5) (1 35) (36 1) (3 45) (18 22) (5 18) (39 17) (42 23) (34 19) (8 37) (30 40) (0 24) (9 10) (23 6) (7 46) (14 44) (25 41) (45 8) (6 21) (47 15) (19 27) (38 36) (32 16) (11 4) (21 25) (16 47) (15 9) (43 29) (13 20) (17 38) (37 2)],0.023275208948922762
48cities_avg10_std30_40,integer,321,[(44 45) (45 46) (43 44) (42 43) (41 42) (40 38) (39 41) (38 34) (37 36) (36 39) (35 37) (34 31) (33 35) (32 24) (31 32) (30 33) (29 30) (28 29) (27 28) (26 27) (25 26) (24 11) (23 25) (22 23) (21 22) (20 21) (19 20) (18 19) (17 18) (16 17) (15 16) (14 15) (13 14) (12 13) (11 10) (10 5) (9 12) (8 9) (7 8) (6 7) (5 3) (4 6) (3 2) (2 0) (1 4) (0 1) (46 47) (47 40)],0.0
48cities_avg10_std30_40,floatingpoint,1683,[(9 36) (40 45) (2 12) (34 46) (31 0) (43 38) (4 40) (22 11) (6 14) (10 3) (19 22) (35 31) (39 41) (47 4) (41 35) (25 24) (21 23) (1 43) (3 19) (46 30) (27 2) (17 29) (23 34) (37 26) (0 7) (14 42) (18 28) (42 9) (11 32) (5 8) (15 44) (33 18) (20 15) (16 17) (7 37) (24 39) (44 10) (28 27) (45 33) (12 25) (26 20) (13 16) (38 5) (29 6) (32 1) (36 21) (8 13) (30 47)],0.01591236882455219
48cities_avg10_std30_47,integer,321,[(43 45) (45 41) (47 34) (42 46) (41 44) (40 42) (39 40) (38 39) (37 36) (36 38) (35 37) (34 30) (33 35) (32 33) (31 32) (30 26) (29 31) (28 29) (27 28) (26 13) (25 27) (24 25) (23 24) (22 23) (21 22) (20 21) (19 20) (18 19) (17 18) (16 17) (15 16) (14 15) (13 4) (12 14) (11 12) (10 11) (9 10) (8 9) (7 8) (6 7) (5 6) (4 0) (3 5) (2 1) (1 3) (0 2) (44 47) (46 43)],0.0
48cities_avg10_std30_47,floatingpoint,2030,[(30 31) (37 34) (35 44) (19 8) (47 21) (3 36) (10 45) (28 9) (36 32) (39 27) (5 37) (20 46) (29 47) (6 7) (46 12) (31 29) (41 22) (12 25) (42 23) (33 41) (23 16) (21 43) (44 2) (24 42) (2 5) (18 39) (26 4) (25 15) (32 30) (34 13) (4 0) (16 3) (22 24) (17 26) (14 11) (9 19) (11 28) (27 20) (13 10) (7 35) (0 38) (15 33) (45 18) (43 17) (38 1) (40 14) (1 40) (8 6)],0.026681590744727805
48cities_avg10_std30_31,integer,321,[(46 47) (44 41) (43 38) (42 45) (41 43) (40 42) (39 40) (38 34) (37 39) (36 37) (35 36) (34 33) (33 22) (32 35) (31 32) (30 28) (29 30) (28 31) (27 29) (26 27) (25 26) (24 25) (23 24) (22 9) (21 23) (20 21) (19 20) (18 17) (17 19) (16 15) (15 18) (14 16) (13 12) (12 14) (11 13) (10 11) (9 4) (8 7) (7 10) (6 8) (5 6) (4 2) (3 1) (2 0) (1 5) (0 3) (45 46) (47 44)],0.0
48cities_avg10_std30_31,floatingpoint,20397,[(29 3) (39 44) (6 41) (41 24) (35 23) (3 22) (5 28) (13 45) (11 33) (45 36) (21 27) (34 11) (2 9) (7 37) (0 30) (17 14) (10 29) (31 34) (1 43) (19 10) (12 0) (46 40) (25 31) (14 16) (30 47) (28 42) (4 1) (47 13) (24 4) (18 2) (37 12) (40 38) (27 8) (16 5) (44 46) (9 25) (22 17) (26 35) (36 21) (23 15) (38 32) (8 18) (42 20) (43 19) (32 7) (20 26) (15 39) (33 6)],0.02512424451963603
48cities_avg10_std30_2,integer,321,[(44 45) (43 44) (45 46) (42 43) (41 42) (40 41) (39 33) (38 40) (37 38) (36 37) (35 36) (34 35) (33 22) (32 34) (31 32) (30 31) (29 30) (28 26) (27 28) (26 29) (25 27) (24 23) (23 21) (22 24) (21 16) (20 25) (19 20) (18 19) (17 18) (16 15) (15 10) (14 17) (13 14) (12 13) (11 12) (10 8) (9 11) (8 7) (7 4) (6 9) (5 6) (4 2) (3 5) (2 0) (1 3) (0 1) (46 47) (47 39)],0.0
48cities_avg10_std30_2,floatingpoint,3410,[(35 31) (0 41) (27 7) (4 26) (11 18) (23 34) (16 3) (41 6) (47 39) (45 32) (5 15) (22 25) (25 35) (12 36) (8 14) (20 13) (36 5) (19 43) (10 24) (31 47) (24 37) (33 2) (34 44) (6 20) (32 29) (14 33) (43 0) (30 9) (38 12) (21 28) (9 17) (2 22) (7 16) (29 23) (40 42) (13 10) (18 40) (42 30) (15 8) (28 1) (1 45) (3 11) (39 19) (17 21) (37 46) (44 4) (26 38) (46 27)],0.028284379526086954
48cities_avg10_std30_48,integer,321,[(45 46) (44 41) (43 45) (42 43) (41 39) (40 42) (39 37) (38 40) (37 27) (36 38) (35 36) (34 35) (33 34) (32 33) (31 32) (30 31) (29 30) (28 29) (27 26) (26 23) (25 28) (24 25) (23 16) (22 24) (21 22) (20 21) (19 20) (18 19) (17 18) (16 15) (15 14) (14 8) (13 17) (12 13) (11 12) (10 11) (9 2) (8 9) (7 10) (6 7) (5 6) (4 3) (3 0) (2 1) (1 4) (0 5) (46 47) (47 44)],0.0
48cities_avg10_std30_48,floatingpoint,6087,[(29 35) (19 23) (15 13) (24 6) (37 14) (25 43) (47 32) (38 18) (46 12) (18 28) (33 47) (14 19) (36 40) (5 33) (0 20) (4 25) (44 26) (10 5) (40 7) (13 27) (7 38) (12 31) (34 22) (2 4) (21 41) (17 37) (30 45) (28 17) (26 15) (23 44) (22 0) (11 29) (20 11) (45 39) (41 9) (43 10) (31 36) (1 30) (27 3) (8 16) (6 8) (9 1) (16 21) (32 46) (39 42) (42 34) (3 24) (35 2)],0.02671506346212867
48cities_avg10_std30_50,integer,321,[(45 46) (44 45) (43 44) (42 43) (41 42) (40 41) (39 40) (38 39) (37 35) (36 37) (35 30) (34 38) (33 34) (32 33) (31 32) (30 23) (29 31) (28 29) (27 28) (26 27) (25 26) (24 22) (23 19) (22 25) (21 20) (20 24) (19 3) (18 17) (17 21) (16 18) (15 16) (14 15) (13 12) (12 14) (11 13) (10 9) (9 11) (8 10) (7 8) (6 5) (5 7) (4 6) (3 2) (2 0) (1 4) (0 1) (46 47) (47 36)],0.0
48cities_avg10_std30_50,floatingpoint,5202,[(24 25) (42 26) (4 14) (28 41) (13 36) (2 37) (17 28) (16 29) (23 34) (19 45) (11 17) (36 38) (25 47) (33 4) (0 1) (26 21) (22 31) (46 6) (38 2) (1 18) (15 43) (10 13) (18 9) (31 20) (9 35) (3 44) (21 40) (8 10) (41 32) (32 42) (12 5) (20 12) (43 19) (7 23) (35 46) (34 8) (29 0) (44 16) (37 11) (40 30) (5 7) (27 24) (30 33) (39 22) (6 39) (47 15) (14 27) (45 3)],0.03310322590264925
48cities_avg10_std30_12,integer,321,[(45 47) (44 38) (43 45) (42 41) (41 43) (40 42) (39 40) (38 33) (37 39) (36 34) (35 37) (34 35) (33 29) (32 36) (31 32) (30 31) (29 20) (28 30) (27 28) (26 23) (25 27) (24 25) (23 24) (22 26) (21 22) (20 12) (19 18) (18 21) (17 16) (16 19) (15 17) (14 13) (13 15) (12 11) (11 7) (10 14) (9 10) (8 9) (7 2) (6 8) (5 3) (4 6) (3 4) (2 0) (1 5) (0 1) (46 44) (47 46)],0.0
48cities_avg10_std30_12,floatingpoint,4818,[(27 33) (17 38) (24 27) (43 12) (20 6) (7 32) (44 43) (18 3) (31 18) (41 21) (45 42) (29 47) (11 0) (38 35) (12 25) (5 22) (35 5) (10 16) (37 45) (19 17) (15 9) (2 8) (3 20) (33 34) (16 44) (39 46) (25 7) (1 11) (6 15) (21 36) (13 4) (40 37) (42 29) (47 1) (14 13) (8 19) (46 41) (0 31) (32 39) (36 40) (26 10) (9 2) (22 28) (4 24) (34 26) (28 30) (23 14) (30 23)],0.027556500191066993
48cities_avg10_std30_20,integer,321,[(45 46) (44 45) (43 42) (42 44) (41 40) (40 38) (39 43) (38 36) (37 39) (36 35) (35 32) (34 37) (33 34) (32 14) (31 33) (30 31) (29 26) (28 30) (27 29) (26 28) (25 27) (24 25) (23 24) (22 23) (21 22) (20 21) (19 20) (18 19) (17 18) (16 17) (15 16) (14 9) (13 15) (12 13) (11 10) (10 12) (9 8) (8 3) (7 11) (6 7) (5 6) (4 5) (3 2) (2 0) (1 4) (0 1) (46 47) (47 41)],0.0
48cities_avg10_std30_20,floatingpoint,559,[(11 36) (8 11) (26 18) (18 35) (40 13) (36 14) (43 10) (29 6) (23 7) (19 25) (33 0) (25 5) (4 37) (9 31) (12 21) (20 32) (47 28) (39 12) (7 20) (3 2) (44 8) (1 4) (45 23) (34 45) (22 47) (27 22) (42 16) (16 15) (15 24) (28 39) (32 29) (41 17) (37 40) (14 34) (21 46) (35 30) (13 3) (2 26) (24 41) (31 33) (6 9) (30 43) (0 27) (38 1) (10 19) (5 44) (17 38) (46 42)],0.02533010684482882
48cities_avg10_std30_18,integer,321,[(46 44) (44 41) (43 46) (42 45) (41 40) (40 39) (39 38) (38 35) (37 42) (36 37) (35 31) (34 36) (33 34) (32 33) (31 29) (30 32) (29 22) (28 30) (27 28) (26 27) (25 26) (24 25) (23 24) (22 20) (21 23) (20 16) (19 21) (18 19) (17 18) (16 14) (15 17) (14 7) (13 15) (12 13) (11 12) (10 11) (9 10) (8 9) (7 5) (6 8) (5 3) (4 6) (3 2) (2 0) (1 4) (0 1) (45 47) (47 43)],0.0
48cities_avg10_std30_18,floatingpoint,14761,[(13 22) (6 8) (19 40) (44 36) (30 33) (45 37) (12 4) (42 0) (47 7) (23 32) (10 1) (1 3) (21 20) (18 26) (31 43) (25 31) (22 41) (35 42) (40 11) (11 16) (17 25) (20 46) (28 38) (7 27) (24 13) (0 23) (3 24) (41 39) (27 44) (5 15) (37 6) (43 35) (36 2) (34 30) (32 21) (9 29) (14 5) (26 17) (29 10) (16 45) (33 18) (38 47) (39 34) (8 12) (4 28) (2 14) (15 9) (46 19)],0.027384348014217894
48cities_avg10_std30_35,integer,321,[(45 46) (44 36) (43 45) (42 43) (41 39) (40 41) (39 42) (38 40) (37 38) (36 23) (35 34) (34 37) (33 35) (32 33) (31 32) (30 31) (29 30) (28 29) (27 28) (26 27) (25 24) (24 26) (23 16) (22 25) (21 22) (20 21) (19 20) (18 19) (17 15) (16 14) (15 18) (14 13) (13 11) (12 17) (11 8) (10 12) (9 4) (8 9) (7 10) (6 7) (5 6) (4 3) (3 2) (2 0) (1 5) (0 1) (46 47) (47 44)],0.0
48cities_avg10_std30_35,floatingpoint,9230,[(22 13) (26 24) (46 23) (9 11) (6 10) (13 36) (10 12) (27 42) (44 3) (39 37) (38 19) (45 7) (35 40) (43 0) (0 2) (18 41) (20 46) (12 9) (17 14) (16 8) (1 43) (42 39) (28 32) (4 38) (23 1) (21 5) (40 34) (24 27) (36 30) (34 45) (2 15) (14 22) (5 33) (25 16) (29 28) (47 18) (37 47) (19 21) (8 6) (7 44) (30 4) (3 20) (32 25) (31 26) (41 29) (11 17) (15 31) (33 35)],0.029421373634368454
48cities_avg10_std30_49,integer,321,[(46 40) (44 45) (43 44) (42 43) (41 42) (40 36) (39 41) (38 24) (37 38) (36 37) (35 39) (34 35) (33 34) (32 33) (31 32) (30 31) (29 30) (28 29) (27 28) (26 22) (25 27) (24 26) (23 25) (22 8) (21 23) (20 21) (19 20) (18 17) (17 19) (16 18) (15 16) (14 15) (13 14) (12 13) (11 12) (10 11) (9 10) (8 7) (7 4) (6 9) (5 6) (4 2) (3 5) (2 0) (1 3) (0 1) (45 47) (47 46)],0.0
48cities_avg10_std30_49,floatingpoint,8267,[(10 26) (1 31) (6 1) (41 20) (2 9) (45 47) (9 43) (12 30) (19 2) (34 3) (17 42) (16 28) (27 12) (38 46) (43 6) (7 13) (32 27) (28 37) (46 35) (39 33) (30 0) (21 41) (31 44) (3 38) (13 16) (44 24) (20 4) (42 21) (22 8) (26 34) (29 7) (8 10) (18 36) (40 5) (23 18) (47 29) (14 39) (0 15) (5 23) (4 19) (11 32) (35 17) (25 45) (36 25) (15 40) (24 14) (33 11) (37 22)],0.02608443160955954
48cities_avg10_std30_38,integer,321,[(44 45) (43 44) (41 42) (46 33) (42 43) (40 41) (39 40) (38 37) (37 39) (36 38) (35 36) (34 32) (33 34) (32 27) (31 35) (30 31) (29 30) (28 29) (27 23) (26 28) (25 26) (24 25) (23 18) (22 24) (21 22) (20 21) (19 20) (18 15) (17 19) (16 17) (15 2) (14 16) (13 14) (12 13) (11 12) (10 11) (9 10) (8 9) (7 8) (6 7) (5 6) (4 5) (3 0) (2 3) (1 4) (0 1) (45 47) (47 46)],0.0
48cities_avg10_std30_38,floatingpoint,1811,[(40 0) (25 41) (23 11) (30 45) (44 46) (45 22) (27 13) (0 10) (7 20) (38 14) (20 19) (39 47) (14 32) (3 8) (36 12) (46 38) (19 3) (28 43) (6 5) (16 33) (1 18) (29 31) (43 42) (32 36) (35 2) (17 28) (5 23) (12 16) (4 27) (31 37) (18 17) (34 26) (42 9) (33 1) (8 25) (9 35) (21 24) (41 30) (22 6) (47 15) (26 7) (37 39) (13 44) (24 4) (15 34) (2 40) (10 29) (11 21)],0.022749936154473394
48cities_avg10_std30_24,integer,321,[(45 46) (44 45) (43 44) (42 43) (41 33) (40 41) (39 42) (38 39) (37 38) (36 37) (35 36) (34 29) (33 34) (32 35) (31 32) (30 31) (29 20) (28 30) (27 28) (26 27) (25 23) (24 26) (23 24) (22 6) (21 25) (20 22) (19 21) (18 19) (17 18) (16 17) (15 16) (14 15) (13 14) (12 13) (11 12) (10 9) (9 11) (8 7) (7 10) (6 3) (5 8) (4 5) (3 2) (2 0) (1 4) (0 1) (46 47) (47 40)],0.0
48cities_avg10_std30_24,floatingpoint,3928,[(20 17) (30 25) (7 36) (1 47) (39 7) (11 10) (26 5) (10 40) (45 19) (23 34) (16 43) (8 3) (37 23) (34 29) (36 46) (29 41) (32 4) (6 2) (13 33) (41 45) (22 24) (18 22) (33 42) (24 27) (35 30) (4 38) (43 8) (17 28) (5 32) (44 26) (28 18) (38 31) (25 15) (40 9) (42 0) (46 13) (27 6) (15 14) (21 1) (31 20) (47 37) (2 21) (0 44) (9 39) (12 35) (14 16) (3 11) (19 12)],0.023749533317250097
48cities_avg10_std30_21,integer,321,[(44 36) (46 45) (42 47) (43 46) (41 42) (40 39) (39 41) (38 40) (37 38) (36 33) (35 37) (34 35) (33 31) (32 34) (31 26) (30 32) (29 30) (28 29) (27 28) (26 20) (25 27) (24 25) (23 24) (22 23) (21 22) (20 19) (19 14) (18 21) (17 18) (16 17) (15 16) (14 10) (13 0) (12 11) (11 15) (10 13) (9 12) (8 9) (7 8) (6 7) (5 6) (4 5) (3 4) (2 1) (1 3) (0 2) (45 44) (47 43)],0.0
48cities_avg10_std30_21,floatingpoint,4867,[(30 23) (24 15) (15 14) (11 35) (42 32) (47 16) (29 12) (37 6) (0 20) (33 1) (3 18) (44 13) (25 10) (39 29) (7 25) (31 17) (38 36) (10 38) (32 26) (46 4) (19 40) (23 11) (43 28) (28 21) (34 27) (4 33) (2 39) (21 31) (20 45) (9 43) (26 37) (18 22) (41 44) (1 41) (8 46) (17 42) (45 8) (35 7) (6 3) (12 19) (13 47) (40 0) (5 34) (14 9) (27 30) (16 24) (22 5) (36 2)],0.035070287557581015
48cities_avg10_std30_45,integer,321,[(44 38) (45 47) (43 44) (42 40) (40 41) (41 45) (39 42) (38 31) (37 39) (36 37) (35 36) (34 35) (33 34) (32 33) (31 29) (30 32) (29 27) (28 30) (27 24) (26 28) (25 20) (24 25) (23 26) (22 23) (21 19) (20 21) (19 0) (18 22) (17 18) (16 17) (15 16) (14 15) (13 14) (12 13) (11 12) (10 11) (9 10) (8 9) (7 8) (6 7) (5 1) (4 6) (3 4) (2 5) (1 3) (0 2) (46 43) (47 46)],0.0
48cities_avg10_std30_45,floatingpoint,9051,[(17 45) (25 39) (18 47) (3 43) (26 38) (7 1) (28 2) (35 6) (6 40) (33 23) (46 27) (12 25) (41 22) (20 8) (34 10) (29 14) (8 30) (13 46) (32 36) (21 11) (38 13) (14 31) (2 5) (0 18) (10 37) (37 29) (45 41) (5 21) (16 32) (15 42) (36 0) (47 15) (42 34) (19 4) (44 33) (31 20) (11 24) (23 3) (39 19) (24 7) (27 12) (43 35) (1 9) (40 26) (4 28) (30 17) (9 16) (22 44)],0.023523670216551183
48cities_avg10_std30_16,integer,321,[(45 42) (44 46) (43 44) (42 36) (41 43) (40 39) (39 41) (38 40) (37 38) (36 29) (35 37) (34 35) (33 34) (32 33) (31 27) (30 32) (29 31) (28 30) (27 24) (26 28) (25 26) (24 20) (23 25) (22 21) (21 23) (20 15) (19 22) (18 19) (17 18) (16 17) (15 5) (14 13) (13 16) (12 14) (11 12) (10 11) (9 10) (8 9) (7 8) (6 2) (5 6) (4 7) (3 4) (2 0) (1 3) (0 1) (46 47) (47 45)],0.0
48cities_avg10_std30_16,floatingpoint,1854,[(46 41) (26 30) (24 14) (1 39) (43 24) (3 26) (25 1) (31 8) (0 36) (13 9) (10 33) (37 16) (6 7) (4 18) (23 38) (9 34) (45 3) (18 6) (17 43) (41 13) (21 23) (20 22) (35 42) (15 2) (34 37) (8 17) (30 15) (12 45) (16 20) (11 27) (40 25) (29 11) (5 44) (19 32) (27 46) (7 12) (14 29) (28 19) (39 4) (38 40) (33 35) (44 10) (47 21) (36 31) (22 5) (42 28) (2 0) (32 47)],0.02594843781219105
48cities_avg10_std30_3,integer,321,[(45 47) (44 45) (43 36) (42 43) (41 44) (40 41) (39 40) (38 39) (37 38) (36 28) (35 37) (34 35) (33 34) (32 31) (31 33) (30 32) (29 30) (28 21) (27 29) (26 27) (25 26) (24 25) (23 24) (22 23) (21 20) (20 19) (19 9) (18 22) (17 18) (16 17) (15 16) (14 15) (13 14) (12 13) (11 12) (10 11) (9 4) (8 10) (7 8) (6 5) (5 7) (4 0) (3 6) (2 1) (1 3) (0 2) (46 42) (47 46)],0.0
48cities_avg10_std30_3,floatingpoint,37849,[(5 7) (4 41) (2 37) (3 17) (12 21) (7 45) (34 44) (21 5) (44 27) (40 30) (1 35) (28 10) (26 36) (46 47) (13 38) (11 40) (24 42) (47 12) (33 29) (38 19) (15 26) (36 31) (14 32) (18 16) (9 22) (31 11) (25 18) (29 28) (41 8) (27 13) (16 34) (32 23) (35 20) (23 4) (39 1) (19 15) (6 43) (20 9) (0 14) (30 0) (8 39) (10 3) (37 33) (43 25) (45 2) (42 6) (17 24) (22 46)],0.033843860624306596
48cities_avg10_std30_22,integer,321,[(43 45) (47 33) (42 43) (41 42) (46 44) (40 41) (39 40) (38 39) (37 38) (36 37) (35 34) (34 36) (33 32) (32 24) (31 35) (30 31) (29 30) (28 29) (27 28) (26 27) (25 26) (24 22) (23 25) (22 21) (21 15) (20 23) (19 16) (18 20) (17 19) (16 18) (15 11) (14 17) (13 7) (12 14) (11 13) (10 12) (9 10) (8 9) (7 2) (6 8) (5 6) (4 5) (3 4) (2 0) (1 3) (0 1) (44 47) (45 46)],0.0
48cities_avg10_std30_22,floatingpoint,6150,[(13 30) (4 29) (47 38) (29 40) (32 23) (20 43) (44 39) (10 20) (14 28) (40 24) (23 12) (35 26) (6 37) (43 45) (15 25) (34 0) (0 21) (18 27) (8 15) (30 3) (38 42) (42 13) (25 47) (16 41) (12 19) (45 17) (5 4) (2 33) (19 8) (9 46) (27 22) (7 34) (33 35) (1 9) (41 18) (46 44) (28 36) (22 6) (31 14) (37 32) (17 1) (36 11) (24 16) (11 2) (39 5) (21 31) (3 7) (26 10)],0.03976080784738619
48cities_avg10_std30_13,integer,321,[(45 44) (43 46) (46 47) (42 39) (41 38) (40 42) (39 45) (38 29) (37 40) (36 37) (35 36) (34 35) (33 34) (32 33) (31 26) (30 32) (29 31) (28 30) (27 28) (26 23) (25 27) (24 25) (23 20) (22 24) (21 22) (20 19) (19 16) (18 17) (17 0) (16 18) (15 21) (14 15) (13 14) (12 11) (11 13) (10 12) (9 10) (8 7) (7 9) (6 8) (5 6) (4 5) (3 1) (2 3) (1 4) (0 2) (44 43) (47 41)],0.0
48cities_avg10_std30_13,floatingpoint,4036,[(9 4) (36 1) (7 39) (1 7) (14 13) (30 46) (3 16) (29 43) (28 15) (17 44) (5 14) (32 18) (22 24) (11 37) (37 41) (12 47) (39 5) (35 27) (26 35) (21 11) (6 38) (34 45) (47 33) (38 32) (24 21) (25 40) (46 22) (44 2) (2 25) (43 20) (33 28) (18 36) (8 34) (10 0) (16 19) (19 17) (45 30) (42 9) (0 31) (23 10) (13 3) (4 26) (40 29) (20 23) (27 12) (41 6) (15 8) (31 42)],0.026768686460301006
48cities_avg10_std30_14,integer,321,[(45 46) (44 45) (43 42) (42 44) (41 33) (40 43) (39 40) (38 36) (37 38) (36 39) (35 32) (34 37) (33 35) (32 30) (31 34) (30 29) (29 1) (28 31) (27 28) (26 25) (25 27) (24 26) (23 22) (22 24) (21 20) (20 23) (19 18) (18 21) (17 19) (16 17) (15 14) (14 16) (13 15) (12 11) (11 13) (10 12) (9 8) (8 10) (7 9) (6 7) (5 6) (4 2) (3 5) (2 0) (1 4) (0 3) (46 47) (47 41)],0.0
48cities_avg10_std30_14,floatingpoint,6008,[(43 38) (32 31) (2 20) (3 7) (7 37) (34 2) (20 29) (23 40) (21 28) (42 39) (17 33) (0 9) (30 17) (38 12) (16 44) (39 32) (25 14) (8 25) (40 46) (5 4) (10 22) (41 42) (47 23) (11 15) (33 35) (24 19) (31 10) (15 8) (4 6) (28 5) (13 41) (9 18) (12 3) (37 26) (27 1) (35 0) (29 13) (18 24) (22 30) (46 43) (45 34) (6 36) (36 45) (26 27) (1 11) (14 21) (19 16) (44 47)],0.031526457605432504
48cities_avg10_std30_27,integer,543,[(44 47) (46 43) (45 46) (42 44) (41 39) (40 42) (39 37) (38 40) (37 30) (36 38) (35 36) (34 35) (33 34) (32 33) (31 32) (30 28) (29 27) (28 20) (27 31) (26 29) (25 26) (24 25) (23 19) (22 23) (21 24) (20 22) (19 15) (18 21) (17 18) (16 17) (15 13) (14 16) (13 0) (12 14) (11 12) (10 11) (9 10) (8 9) (7 8) (6 7) (5 2) (4 5) (3 1) (2 6) (1 4) (0 3) (43 41) (47 45)],0.0
48cities_avg10_std30_27,floatingpoint,2645,[(0 37) (20 14) (43 33) (7 32) (17 5) (26 19) (8 46) (40 28) (35 2) (30 39) (11 40) (42 22) (39 31) (14 29) (47 44) (10 47) (25 36) (37 1) (3 10) (38 6) (21 7) (23 4) (4 0) (45 27) (24 25) (1 3) (27 11) (6 8) (41 30) (29 24) (36 35) (31 42) (44 26) (19 38) (22 17) (33 15) (46 20) (16 12) (15 18) (34 41) (32 45) (5 16) (9 23) (28 13) (12 43) (2 34) (13 9) (18 21)],0.023845463264703565
48cities_avg10_std30_11,integer,321,[(45 46) (44 45) (43 38) (42 44) (41 42) (40 41) (39 40) (38 33) (37 39) (36 37) (35 36) (34 35) (33 30) (32 34) (31 32) (30 29) (29 4) (28 31) (27 28) (26 27) (25 26) (24 25) (23 24) (22 23) (21 22) (20 21) (19 20) (18 17) (17 19) (16 18) (15 16) (14 15) (13 14) (12 13) (11 12) (10 9) (9 11) (8 10) (7 8) (6 7) (5 2) (4 0) (3 6) (2 3) (1 5) (0 1) (46 47) (47 43)],0.0
48cities_avg10_std30_11,floatingpoint,6583,[(15 20) (40 45) (30 12) (28 25) (16 5) (25 13) (11 46) (37 23) (18 39) (43 4) (36 44) (7 26) (13 40) (41 17) (35 15) (21 8) (45 0) (39 19) (12 47) (22 31) (14 22) (2 34) (47 43) (31 29) (9 24) (33 30) (6 32) (17 11) (32 21) (34 9) (42 14) (3 35) (46 27) (29 37) (10 6) (26 28) (8 1) (1 41) (4 18) (23 3) (38 16) (27 38) (20 10) (19 7) (24 36) (0 42) (5 2) (44 33)],0.02942330707257676
48cities_avg10_std30_37,integer,321,[(45 42) (43 46) (42 39) (41 44) (40 41) (44 43) (39 36) (38 40) (37 38) (36 35) (35 28) (34 37) (33 32) (32 34) (31 33) (30 31) (29 30) (28 19) (27 29) (26 27) (25 26) (24 25) (23 24) (22 21) (21 23) (20 22) (19 17) (18 20) (17 7) (16 18) (15 16) (14 15) (13 14) (12 13) (11 12) (10 11) (9 10) (8 9) (7 5) (6 8) (5 2) (4 0) (3 6) (2 4) (1 3) (0 1) (46 47) (47 45)],0.0
48cities_avg10_std30_37,floatingpoint,13571,[(41 23) (16 15) (5 3) (10 16) (6 14) (39 13) (28 17) (11 19) (24 25) (45 24) (18 36) (2 32) (33 39) (19 43) (42 4) (31 33) (20 42) (35 45) (25 12) (38 2) (9 41) (17 22) (36 8) (12 27) (47 31) (14 28) (32 47) (46 11) (0 9) (30 40) (43 37) (22 20) (7 46) (44 21) (29 7) (8 30) (1 44) (37 5) (21 6) (27 0) (15 18) (26 29) (40 26) (34 10) (3 35) (23 38) (4 34) (13 1)],0.03142473062416684
48cities_avg10_std30_42,integer,321,[(44 36) (42 45) (47 42) (43 47) (41 43) (40 41) (39 40) (38 39) (37 38) (36 32) (35 37) (34 35) (33 34) (32 30) (31 33) (30 29) (29 20) (28 31) (27 26) (26 28) (25 27) (24 25) (23 24) (22 23) (21 22) (20 7) (19 21) (18 19) (17 18) (16 17) (15 16) (14 15) (13 14) (12 13) (11 12) (10 11) (9 10) (8 9) (7 4) (6 3) (5 8) (4 6) (3 2) (2 0) (1 5) (0 1) (45 46) (46 44)],0.0
48cities_avg10_std30_42,floatingpoint,2191,[(10 18) (2 20) (15 44) (4 29) (1 39) (12 2) (3 33) (19 27) (40 45) (32 7) (39 23) (16 47) (17 42) (30 34) (29 19) (21 25) (6 3) (36 11) (41 14) (35 5) (5 37) (25 32) (37 21) (43 31) (7 10) (13 22) (0 28) (31 35) (14 24) (23 13) (34 36) (18 9) (26 43) (38 16) (42 6) (20 4) (44 40) (24 17) (33 46) (27 15) (8 30) (11 38) (45 1) (47 12) (22 26) (28 41) (9 0) (46 8)],0.02683868232441601
48cities_avg10_std30_33,integer,321,[(45 47) (44 45) (43 39) (42 44) (41 42) (40 41) (39 33) (38 40) (37 38) (36 37) (35 36) (34 35) (33 25) (32 34) (31 32) (30 31) (29 30) (28 29) (27 28) (26 27) (25 22) (24 26) (23 24) (22 18) (21 23) (20 21) (19 20) (18 17) (17 16) (16 13) (15 9) (14 19) (13 15) (12 14) (11 12) (10 11) (9 0) (8 10) (7 6) (6 8) (5 7) (4 5) (3 4) (2 1) (1 3) (0 2) (46 43) (47 46)],0.0
